category	cputime	executions	expected	memory	model	repetition	status	task	variant	walltime
correct	5.49473609		true	26177536.0	tso	03	true	pthread-deagle/circular_buffer_ok.yml	baseline	5.507709176046774
correct	0.076679973		true	26103808.0	tso	03	true	pthread-atomic/szymanski.yml	baseline	0.08097686903784052
correct	0.073311879		true	26095616.0	tso	03	true	pthread-atomic/dekker.yml	baseline	0.07959720899816602
correct	0.073497349		true	26034176.0	tso	03	true	pthread-atomic/dekker-unfair.yml	baseline	0.084816575050354
correct	0.068336873		false	26021888.0	tso	03	false(unreach-call)	pthread-theta/unwind3-1.yml	baseline	0.07630582194542512
correct	0.070563987		true	26124288.0	tso	03	true	pthread-theta/exponential-nondet.yml	baseline	0.07599655800731853
correct	0.067129253		false	26054656.0	tso	03	false(unreach-call)	pthread-theta/unwind2-1.yml	baseline	0.07392027002060786
correct	0.068166636		false	26038272.0	tso	03	false(unreach-call)	pthread-theta/unwind2-100.yml	baseline	0.07619090302614495
correct	24.38796654		true	26140672.0	tso	03	true	pthread/butterfly.yml	baseline	24.413166320009623
correct	0.071731084		true	25944064.0	tso	03	true	pthread-ext/43_NetBSD_sysmon_power_sliced.yml	baseline	0.07626649597659707
error	26.361599281		false	3999997952.0	tso	03	OUT OF MEMORY	goblint-regression/28-race_reach_06-cond_racing1.yml	baseline	26.382782618049532
correct	0.077003423		true	26148864.0	tso	03	true	pthread/queue_ok.yml	baseline	0.08739065803820267
correct	2.896518784		true	309207040.0	tso	03	true	pthread/queue_ok_longer.yml	baseline	2.905282180989161
correct	16.342514483		true	1189191680.0	tso	03	true	pthread/queue_ok_longest.yml	baseline	16.358773679996375
error	61.019492109		false	495464448.0	tso	03	TIMEOUT	pthread/queue_longer.yml	baseline	61.04123699798947
correct	0.10891282		false	26161152.0	tso	03	false(unreach-call)	pthread/queue.yml	baseline	0.1145933800144121
correct	0.077906532		false	26284032.0	tso	03	false(unreach-call)	pthread/singleton.yml	baseline	0.08229735103668645
correct	0.078006025		true	26222592.0	tso	03	true	pthread/singleton_with-uninit-problems.yml	baseline	0.08483060501748696
correct	0.15852526		false	26107904.0	tso	03	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	baseline	0.1668038290226832
correct	0.199042446		false	26218496.0	tso	03	false(unreach-call)	pthread/reorder_2.yml	baseline	0.20614959200611338
correct	0.086938329		false	26386432.0	tso	03	false(unreach-call)	pthread/twostage_3.yml	baseline	0.0970121740247123
correct	0.075259157		true	26206208.0	tso	03	true	ldv-races/race-1_1-join.yml	baseline	0.0832956499652937
correct	0.069986036		false	26181632.0	tso	03	false(unreach-call)	ldv-races/race-1_3-join.yml	baseline	0.08407256403006613
correct	0.078748605		false	26288128.0	tso	03	false(unreach-call)	ldv-races/race-1_2-join.yml	baseline	0.08410710596945137
correct	0.078945426		true	26365952.0	tso	03	true	ldv-races/race-4_1-thread_local_vars.yml	baseline	0.08592197700636461
