index	kind	model	program	sha256	arguments	expected_sc	builtin_status	cat_status	classification	builtin_signature	cat_signature
47	correct	sc	correct/litmus/LB+dep/variants/lb+dep1.c	8d802b617512f74b4eb0a2cbc866d861cc31f771c0089367cfcdf4ba90c196b0	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
47	correct	tso	correct/litmus/LB+dep/variants/lb+dep1.c	8d802b617512f74b4eb0a2cbc866d861cc31f771c0089367cfcdf4ba90c196b0	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
48	correct	sc	correct/litmus/LB+fr-fr-data+data/variants/LB+fr-fr-data+data0.c	f5a9165e52e97340dacd00821e17b5542b23404a0ccbc82ec3e8583f23cbe016	-disable-ipr -disable-sr  | 	16	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16
48	correct	tso	correct/litmus/LB+fr-fr-data+data/variants/LB+fr-fr-data+data0.c	f5a9165e52e97340dacd00821e17b5542b23404a0ccbc82ec3e8583f23cbe016	-disable-ipr -disable-sr  | 	16	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16
49	correct	sc	correct/litmus/LB+incMPs/variants/LB+incMPs0.c	46324731bdfe44f00297fc5e4f943bbdbc9534f1c51241fa68a69c7930770900	 | 	15	0	0	match	No errors were detected.;Number of complete executions explored: 15	No errors were detected.;Number of complete executions explored: 15
49	correct	tso	correct/litmus/LB+incMPs/variants/LB+incMPs0.c	46324731bdfe44f00297fc5e4f943bbdbc9534f1c51241fa68a69c7930770900	 | 	15	0	0	match	No errors were detected.;Number of complete executions explored: 15	No errors were detected.;Number of complete executions explored: 15
50	correct	sc	correct/litmus/LB+rel/variants/lb+rel0.c	ed4645149f9089a1eb80c0400fd0bd7e07c3037f75a12960983b62a2e7178e66	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
50	correct	tso	correct/litmus/LB+rel/variants/lb+rel0.c	ed4645149f9089a1eb80c0400fd0bd7e07c3037f75a12960983b62a2e7178e66	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
51	correct	sc	correct/litmus/LB/variants/lb0.c	48f665b0616c95f8781bd46daff1484bd1e6799b4b88f26621274f0409aea14d	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
51	correct	tso	correct/litmus/LB/variants/lb0.c	48f665b0616c95f8781bd46daff1484bd1e6799b4b88f26621274f0409aea14d	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
52	correct	sc	correct/litmus/LB/variants/lb1.c	31bedbf241f5ba58243805a563f4089b80218f24e4a619b834d47866fe347a58	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
52	correct	tso	correct/litmus/LB/variants/lb1.c	31bedbf241f5ba58243805a563f4089b80218f24e4a619b834d47866fe347a58	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
53	correct	sc	correct/litmus/LB2/variants/lb0.c	c5706996acbbb19592bdc416608c79c2bcd5a5a695c9de1cc569cc297176e76c	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
53	correct	tso	correct/litmus/LB2/variants/lb0.c	c5706996acbbb19592bdc416608c79c2bcd5a5a695c9de1cc569cc297176e76c	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
54	correct	sc	correct/litmus/LB3/variants/lb30.c	6f3344ba1d56e1629a3217d051e548849fd1ea3e214d4c554400df2dfedc283f	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
54	correct	tso	correct/litmus/LB3/variants/lb30.c	6f3344ba1d56e1629a3217d051e548849fd1ea3e214d4c554400df2dfedc283f	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
55	correct	sc	correct/litmus/MCP-rrw/variants/MCP-rrw0.c	9bb02accc707f22a7d15f08a0ef769cb36446e2bba901e42e239a8fad7dfc482	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
55	correct	tso	correct/litmus/MCP-rrw/variants/MCP-rrw0.c	9bb02accc707f22a7d15f08a0ef769cb36446e2bba901e42e239a8fad7dfc482	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
56	correct	sc	correct/litmus/MCP-rrw/variants/MCP-rrw0r.c	45237296f814799673a53096fcd86aeed3fc7899ba1770d771fb46aa5f830bde	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
56	correct	tso	correct/litmus/MCP-rrw/variants/MCP-rrw0r.c	45237296f814799673a53096fcd86aeed3fc7899ba1770d771fb46aa5f830bde	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
57	correct	sc	correct/litmus/MCP-rrw/variants/MCP-rrw1.c	f39e93db22c3a33e234f87ccf6ff123bf339e8a2f7e36b7dd2962932dd6d0b20	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
57	correct	tso	correct/litmus/MCP-rrw/variants/MCP-rrw1.c	f39e93db22c3a33e234f87ccf6ff123bf339e8a2f7e36b7dd2962932dd6d0b20	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
58	correct	sc	correct/litmus/MP+incMP/variants/MP+incMP0.c	707c1dc0c4fe6a560e67d5928632ab111eeecb78eb4cdbe74050cc44f6c58982	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
58	correct	tso	correct/litmus/MP+incMP/variants/MP+incMP0.c	707c1dc0c4fe6a560e67d5928632ab111eeecb78eb4cdbe74050cc44f6c58982	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
59	correct	sc	correct/litmus/MP+rel+acq/variants/mp+rel+acq0.c	8ab49fd6febed6e3e13a6da6fe561a27a5552b868aa92e9fdff64ae2ac3ca979	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
59	correct	tso	correct/litmus/MP+rel+acq/variants/mp+rel+acq0.c	8ab49fd6febed6e3e13a6da6fe561a27a5552b868aa92e9fdff64ae2ac3ca979	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
60	correct	sc	correct/litmus/MP+rel+acq/variants/mp+rel+acq1.c	addbe6074e8a99421011f7b6fe70acd5f2472890cd87203cc347d94be3aab150	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
60	correct	tso	correct/litmus/MP+rel+acq/variants/mp+rel+acq1.c	addbe6074e8a99421011f7b6fe70acd5f2472890cd87203cc347d94be3aab150	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
61	correct	sc	correct/litmus/MP+rel+acqf/variants/mp+rel+acqf0.c	c6d909484c7e7e46e6bd3d5582354ceeb36ff5f6f3db4a27be34cd98e0a6963d	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
61	correct	tso	correct/litmus/MP+rel+acqf/variants/mp+rel+acqf0.c	c6d909484c7e7e46e6bd3d5582354ceeb36ff5f6f3db4a27be34cd98e0a6963d	 | 	2	42	42	match	Error: Non-atomic race!;Number of complete executions explored: 1	Error: Non-atomic race!;Number of complete executions explored: 1
62	correct	sc	correct/litmus/MP+relf+acq/variants/mp+relf+acq0.c	07a63ce021ec2e9735386872cad6a040ba3b4aebb50c74b55b71510077a3bc46	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
62	correct	tso	correct/litmus/MP+relf+acq/variants/mp+relf+acq0.c	07a63ce021ec2e9735386872cad6a040ba3b4aebb50c74b55b71510077a3bc46	 | 	2	42	42	match	Error: Non-atomic race!;Number of complete executions explored: 1	Error: Non-atomic race!;Number of complete executions explored: 1
63	correct	sc	correct/litmus/MP+relf+acqf/variants/mp+relf+acqf0.c	264bff323e3d2710ba36bfbf2c110d4b4b2371f7282bdfb560562bbeece62c6d	 | 	2	0	0	match	No errors were detected.;Number of complete executions explored: 2	No errors were detected.;Number of complete executions explored: 2
63	correct	tso	correct/litmus/MP+relf+acqf/variants/mp+relf+acqf0.c	264bff323e3d2710ba36bfbf2c110d4b4b2371f7282bdfb560562bbeece62c6d	 | 	2	42	42	match	Error: Non-atomic race!;Number of complete executions explored: 1	Error: Non-atomic race!;Number of complete executions explored: 1
64	correct	sc	correct/litmus/MP+rels+acq/variants/mp+rels+acq0.c	5a88effb8ebba15b428539e591b3475cd6dced79798cc47aac05bc8909bd1e66	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
64	correct	tso	correct/litmus/MP+rels+acq/variants/mp+rels+acq0.c	5a88effb8ebba15b428539e591b3475cd6dced79798cc47aac05bc8909bd1e66	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
65	correct	sc	correct/litmus/MP+rels+acq/variants/mp+rels+acq1.c	e8f04aa01122c3d0b76ee278dfa40d46995e622be2ccf84de250ff57bf8efd7b	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
65	correct	tso	correct/litmus/MP+rels+acq/variants/mp+rels+acq1.c	e8f04aa01122c3d0b76ee278dfa40d46995e622be2ccf84de250ff57bf8efd7b	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
66	correct	sc	correct/litmus/MP+rels+acqf/variants/mp+rels+acqf0.c	369935c27e5e49f5e47ed3c212ae3971eb4ac2a5ea874e9c057845ae476f0a1f	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
66	correct	tso	correct/litmus/MP+rels+acqf/variants/mp+rels+acqf0.c	369935c27e5e49f5e47ed3c212ae3971eb4ac2a5ea874e9c057845ae476f0a1f	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
67	correct	sc	correct/litmus/MP/variants/mp0.c	37dfee7450b72fc0ede39a8b74002f61143abce6d586f7be1f2eff3629d18a81	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
67	correct	tso	correct/litmus/MP/variants/mp0.c	37dfee7450b72fc0ede39a8b74002f61143abce6d586f7be1f2eff3629d18a81	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
68	correct	sc	correct/litmus/MP/variants/mp1.c	520bb63b7754592e6c7acc8ba234cac70fc48a9fb99795f9ed6489e47eaff068	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
68	correct	tso	correct/litmus/MP/variants/mp1.c	520bb63b7754592e6c7acc8ba234cac70fc48a9fb99795f9ed6489e47eaff068	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
69	correct	sc	correct/litmus/MP2/variants/mp20.c	bbf49788c012a8e153092a641e1bf44e27446515e4b8d7160cd44913b3cf4c29	 | 	9	0	0	match	No errors were detected.;Number of complete executions explored: 9	No errors were detected.;Number of complete executions explored: 9
69	correct	tso	correct/litmus/MP2/variants/mp20.c	bbf49788c012a8e153092a641e1bf44e27446515e4b8d7160cd44913b3cf4c29	 | 	9	0	0	match	No errors were detected.;Number of complete executions explored: 9	No errors were detected.;Number of complete executions explored: 9
70	correct	sc	correct/litmus/MPU+rel+acq/variants/mpu+rel+acq0.c	47b75ee58036e0fccd1e0e160da4b2f5a0e8c639094562e0056d50f7805e420f	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
70	correct	tso	correct/litmus/MPU+rel+acq/variants/mpu+rel+acq0.c	47b75ee58036e0fccd1e0e160da4b2f5a0e8c639094562e0056d50f7805e420f	-disable-ipr -disable-sr  | 	6	42	42	match	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5
71	correct	sc	correct/litmus/MPU+rel+acqf/variants/mpu+rel+acqf0.c	546af075b2ec23559f28c961b5e721d62515e36fee02f7d95f45ad5836847f53	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
71	correct	tso	correct/litmus/MPU+rel+acqf/variants/mpu+rel+acqf0.c	546af075b2ec23559f28c961b5e721d62515e36fee02f7d95f45ad5836847f53	-disable-ipr -disable-sr  | 	6	42	42	match	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5
72	correct	sc	correct/litmus/MPU+relf+acq/variants/mpu+relf+acq0.c	47fe75f6f3352aea7f7b53bc510f6d1eb43d5e0e9843e493fcf980fcd6c64e3b	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
72	correct	tso	correct/litmus/MPU+relf+acq/variants/mpu+relf+acq0.c	47fe75f6f3352aea7f7b53bc510f6d1eb43d5e0e9843e493fcf980fcd6c64e3b	-disable-ipr -disable-sr  | 	6	42	42	match	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5
73	correct	sc	correct/litmus/MPU+relf+acqf/variants/mpu+relf+acqf0.c	42710ac2fadafe257995c2468b1b7844bc1a9794ea7abde36ae9dccea9e4f5f1	-disable-ipr -disable-sr  | 	6	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 6
73	correct	tso	correct/litmus/MPU+relf+acqf/variants/mpu+relf+acqf0.c	42710ac2fadafe257995c2468b1b7844bc1a9794ea7abde36ae9dccea9e4f5f1	-disable-ipr -disable-sr  | 	6	42	42	match	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5	Warning: Unordered writes!;Error: Non-atomic race!;Number of complete executions explored: 5
